pincode,centroid_x,centroid_y,lat_0_5,lon_0_5,lat_0_25,lon_0_25,lat_0_1,lon_0_1,stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,subdt_lgd,dist_lgd,state_lgd,geometry
244925,78.9667695,28.96538043,29,79,29,79,29,79,09,136,00724,UTTAR PRADESH,Rampur,Tanda,724,176,9,POINT (78.966769495385 28.965380428453056)
244926,79.02792483,28.78244005,29,79,28.75,79,28.8,79,09,136,00726,UTTAR PRADESH,Rampur,Rampur,726,176,9,POINT (79.02792482798435 28.782440046361714)
244927,79.00114424,28.86822062,29,79,28.75,79,28.9,79,09,136,00724,UTTAR PRADESH,Rampur,Tanda,724,176,9,POINT (79.00114424471134 28.868220618075227)
244928,79.18619007,28.80724273,29,79,28.75,79.25,28.8,79.2,09,136,00725,UTTAR PRADESH,Rampur,Bilaspur,725,176,9,POINT (79.18619007191481 28.807242733895066)
245101,77.77669066,28.70032375,28.5,78,28.75,77.75,28.7,77.8,09,705,00740,UTTAR PRADESH,Hapur,Hapur,740,661,9,POINT (77.77669065519888 28.700323747572234)
245201,77.87710071,28.70853161,28.5,78,28.75,78,28.7,77.9,09,705,00740,UTTAR PRADESH,Hapur,Hapur,740,661,9,POINT (77.87710071410757 28.7085316069041)
245205,78.07828966,28.79273663,29,78,28.75,78,28.8,78.1,09,705,00741,UTTAR PRADESH,Hapur,Garhmukteshwar,741,661,9,POINT (78.07828965591591 28.792736628814605)
245206,77.73211763,28.83679989,29,77.5,28.75,77.75,28.8,77.7,09,138,00734,UTTAR PRADESH,Meerut,Meerut,734,169,9,POINT (77.73211762765656 28.836799892733968)
245207,77.96716233,28.76577485,29,78,28.75,78,28.8,78,09,705,00741,UTTAR PRADESH,Hapur,Garhmukteshwar,741,661,9,POINT (77.96716232792409 28.765774854463604)
245208,78.14400028,28.6829023,28.5,78,28.75,78.25,28.7,78.1,09,705,00741,UTTAR PRADESH,Hapur,Garhmukteshwar,741,661,9,POINT (78.1440002828289 28.68290229996162)
245301,77.67259133,28.61878375,28.5,77.5,28.5,77.75,28.6,77.7,09,705,00740,UTTAR PRADESH,Hapur,Hapur,740,661,9,POINT (77.67259132569987 28.61878374675563)
245304,77.64515954,28.72090793,28.5,77.5,28.75,77.75,28.7,77.6,09,705,00740,UTTAR PRADESH,Hapur,Hapur,740,661,9,POINT (77.6451595436727 28.720907930141784)
246001,78.77924205,30.1491786,30,79,30.25,78.75,30.1,78.8,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.77924205434422 30.149178600578015)
246113,78.7443606,30.04255966,30,78.5,30,78.75,30,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.74436060164683 30.042559662502242)
246121,78.39849384,29.97444295,30,78.5,30,78.5,30,78.4,05,061,00314,UTTARAKHAND,Pauri Garhwal,Yamkeshwar,314,52,5,POINT (78.3984938361057 29.97444294511494)
246123,78.98549796,30.13639264,30,79,30.25,79,30.1,79,05,061,00308,UTTARAKHAND,Pauri Garhwal,Thailisain,308,52,5,POINT (78.9854979619073 30.136392641304678)
246124,78.60670659,29.87924023,30,78.5,30,78.5,29.9,78.6,05,061,00313,UTTARAKHAND,Pauri Garhwal,Kotdwara,313,52,5,POINT (78.60670659213787 29.879240230946873)
246125,78.69161033,30.20804267,30,78.5,30.25,78.75,30.2,78.7,05,061,00306,UTTARAKHAND,Pauri Garhwal,Srinagar,306,52,5,POINT (78.69161033140651 30.208042669098603)
246127,78.54189255,29.81593389,30,78.5,29.75,78.5,29.8,78.5,05,061,00313,UTTARAKHAND,Pauri Garhwal,Kotdwara,313,52,5,POINT (78.5418925479471 29.815933890906052)
246128,78.61009683,29.93518588,30,78.5,30,78.5,29.9,78.6,05,061,00310,UTTARAKHAND,Pauri Garhwal,Lansdowne,310,52,5,POINT (78.6100968325237 29.93518588063111)
246129,78.79302466,29.85611137,30,79,29.75,78.75,29.9,78.8,05,061,00311,UTTARAKHAND,Pauri Garhwal,Satpuli,311,52,5,POINT (78.7930246581566 29.856111368331543)
246130,79.06187848,30.10661285,30,79,30,79,30.1,79.1,05,061,00308,UTTARAKHAND,Pauri Garhwal,Thailisain,308,52,5,POINT (79.06187847700838 30.106612848528382)
246131,78.81400101,29.94214353,30,79,30,78.75,29.9,78.8,05,061,00312,UTTARAKHAND,Pauri Garhwal,Chaubatta Khal,312,52,5,POINT (78.81400101450757 29.94214352838244)
246141,78.9072953,30.48554872,30.5,79,30.5,79,30.5,78.9,05,058,00292,UTTARAKHAND,Rudra Prayag,Jakholi*,292,54,5,POINT (78.90729529685852 30.485548723929885)
246142,78.79236008,29.57528667,29.5,79,29.5,78.75,29.6,78.8,05,061,00313,UTTARAKHAND,Pauri Garhwal,Kotdwara,313,52,5,POINT (78.79236007988276 29.57528667114765)
246144,78.50625811,29.89136926,30,78.5,30,78.5,29.9,78.5,05,061,00313,UTTARAKHAND,Pauri Garhwal,Kotdwara,313,52,5,POINT (78.50625810572753 29.891369262759717)
246146,78.68387667,30.05797262,30,78.5,30,78.75,30.1,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.6838766719884 30.057972623081486)
246147,78.85440351,30.18569519,30,79,30.25,78.75,30.2,78.9,05,061,00306,UTTARAKHAND,Pauri Garhwal,Srinagar,306,52,5,POINT (78.85440350573856 30.18569519440594)
246148,78.68240727,30.13356129,30,78.5,30.25,78.75,30.1,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.68240726800396 30.13356128727113)
246149,78.39482192,29.84105844,30,78.5,29.75,78.5,29.8,78.4,05,061,00313,UTTARAKHAND,Pauri Garhwal,Kotdwara,313,52,5,POINT (78.39482191823903 29.84105844080773)
246150,78.50298051,29.75711596,30,78.5,29.75,78.5,29.8,78.5,05,061,00313,UTTARAKHAND,Pauri Garhwal,Kotdwara,313,52,5,POINT (78.5029805111825 29.757115961362935)
246155,78.67937119,29.75612608,30,78.5,29.75,78.75,29.8,78.7,05,061,00310,UTTARAKHAND,Pauri Garhwal,Lansdowne,310,52,5,POINT (78.67937118635007 29.756126076605213)
246159,78.71088743,30.10775062,30,78.5,30,78.75,30.1,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.71088742621919 30.107750615744166)
246161,79.00271375,29.64396861,29.5,79,29.75,79,29.6,79,05,061,00309,UTTARAKHAND,Pauri Garhwal,Dhoomakot,309,52,5,POINT (79.00271374819773 29.643968611011683)
246162,78.89562999,29.99873849,30,79,30,79,30,78.9,05,061,00312,UTTARAKHAND,Pauri Garhwal,Chaubatta Khal,312,52,5,POINT (78.89562999403712 29.99873849403655)
246163,78.74678172,29.99651851,30,78.5,30,78.75,30,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.7467817176038 29.996518508771185)
246164,78.87201237,30.09971492,30,79,30,78.75,30.1,78.9,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.87201236837372 30.099714921102482)
246165,78.81451429,30.07604813,30,79,30,78.75,30.1,78.8,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.81451429371621 30.076048129215742)
246166,78.76779426,30.08380094,30,79,30,78.75,30.1,78.8,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.76779425629066 30.083800943872966)
246167,78.82138386,29.99885456,30,79,30,78.75,30,78.8,05,061,00312,UTTARAKHAND,Pauri Garhwal,Chaubatta Khal,312,52,5,POINT (78.82138386115706 29.998854562747393)
246169,78.93110412,29.93096499,30,79,30,79,29.9,78.9,05,061,00312,UTTARAKHAND,Pauri Garhwal,Chaubatta Khal,312,52,5,POINT (78.9311041221422 29.930964987718895)
246171,79.00315013,30.25813244,30.5,79,30.25,79,30.3,79,05,058,00291,UTTARAKHAND,Rudra Prayag,Rudraprayag,291,54,5,POINT (79.00315012525616 30.258132439342955)
246172,78.76143519,29.91633939,30,79,30,78.75,29.9,78.8,05,061,00312,UTTARAKHAND,Pauri Garhwal,Chaubatta Khal,312,52,5,POINT (78.7614351942118 29.91633939198722)
246173,78.53674101,30.02122999,30,78.5,30,78.5,30,78.5,05,061,00314,UTTARAKHAND,Pauri Garhwal,Yamkeshwar,314,52,5,POINT (78.53674101142583 30.021229990968273)
246174,78.85372202,30.22546544,30,79,30.25,78.75,30.2,78.9,05,061,00306,UTTARAKHAND,Pauri Garhwal,Srinagar,306,52,5,POINT (78.85372202228177 30.225465438852194)
246175,78.67232153,30.02134262,30,78.5,30,78.75,30,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.67232153494513 30.021342622123413)
246176,78.80445495,30.04081275,30,79,30,78.75,30,78.8,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.80445495048306 30.040812752605316)
246177,78.97609599,29.86679594,30,79,29.75,79,29.9,79,05,061,00312,UTTARAKHAND,Pauri Garhwal,Chaubatta Khal,312,52,5,POINT (78.97609599422678 29.866795944640437)
246178,78.82328977,30.23188422,30,79,30.25,78.75,30.2,78.8,05,061,00306,UTTARAKHAND,Pauri Garhwal,Srinagar,306,52,5,POINT (78.82328976563149 30.231884219725462)
246179,78.8783585,29.73344184,29.5,79,29.75,79,29.7,78.9,05,061,00310,UTTARAKHAND,Pauri Garhwal,Lansdowne,310,52,5,POINT (78.87835850304914 29.733441838136685)
246193,78.68568923,29.86419295,30,78.5,29.75,78.75,29.9,78.7,05,061,00310,UTTARAKHAND,Pauri Garhwal,Lansdowne,310,52,5,POINT (78.68568923348228 29.864192954244697)
246194,78.66657726,30.17158462,30,78.5,30.25,78.75,30.2,78.7,05,061,00307,UTTARAKHAND,Pauri Garhwal,Pauri,307,52,5,POINT (78.66657726068325 30.171584623621786)
246275,79.04631818,29.93504251,30,79,30,79,29.9,79,05,061,00308,UTTARAKHAND,Pauri Garhwal,Thailisain,308,52,5,POINT (79.0463181763239 29.935042505465272)
246276,79.03727428,29.82814485,30,79,29.75,79,29.8,79,05,061,00308,UTTARAKHAND,Pauri Garhwal,Thailisain,308,52,5,POINT (79.03727427865898 29.828144846820482)
246277,79.02415772,29.75705638,30,79,29.75,79,29.8,79,05,061,00309,UTTARAKHAND,Pauri Garhwal,Dhoomakot,309,52,5,POINT (79.02415772039978 29.757056379979627)
246278,79.06220361,29.88795732,30,79,30,79,29.9,79.1,05,061,00308,UTTARAKHAND,Pauri Garhwal,Thailisain,308,52,5,POINT (79.06220360751534 29.88795731859704)
246279,79.08233051,29.6773515,29.5,79,29.75,79,29.7,79.1,05,061,00309,UTTARAKHAND,Pauri Garhwal,Dhoomakot,309,52,5,POINT (79.08233051142896 29.677351502274785)
246285,79.11160279,30.01313284,30,79,30,79,30,79.1,05,061,00308,UTTARAKHAND,Pauri Garhwal,Thailisain,308,52,5,POINT (79.11160279119632 30.013132844809796)
246401,79.30055611,30.48669287,30.5,79.5,30.5,79.25,30.5,79.3,05,057,00285,UTTARAKHAND,Chamoli,Chamoli,285,47,5,POINT (79.3005561123039 30.48669286687909)
246419,79.06318469,30.47421558,30.5,79,30.5,79,30.5,79.1,05,058,00290,UTTARAKHAND,Rudra Prayag,Ukhimath,290,54,5,POINT (79.06318468654275 30.474215575392755)
246421,79.02163474,30.41140915,30.5,79,30.5,79,30.4,79,05,058,00291,UTTARAKHAND,Rudra Prayag,Rudraprayag,291,54,5,POINT (79.02163474383892 30.41140914660491)
246422,79.45548,30.86160734,31,79.5,30.75,79.5,30.9,79.5,05,057,00284,UTTARAKHAND,Chamoli,Joshimath,284,47,5,POINT (79.45548000448659 30.861607340949256)
246424,79.51698197,30.36326768,30.5,79.5,30.25,79.5,30.4,79.5,05,057,00285,UTTARAKHAND,Chamoli,Chamoli,285,47,5,POINT (79.51698197141687 30.363267683740474)
246425,79.09564715,30.42442919,30.5,79,30.5,79,30.4,79.1,05,058,00290,UTTARAKHAND,Rudra Prayag,Ukhimath,290,54,5,POINT (79.09564714519813 30.42442919152307)
246426,79.37634209,30.43399474,30.5,79.5,30.5,79.5,30.4,79.4,05,057,00285,UTTARAKHAND,Chamoli,Chamoli,285,47,5,POINT (79.37634208899988 30.433994744648754)
246427,79.69659456,30.14283257,30,79.5,30.25,79.75,30.1,79.7,05,057,00288,UTTARAKHAND,Chamoli,Tharali,288,47,5,POINT (79.69659456305419 30.142832567061166)
246428,79.2711927,30.04328202,30,79.5,30,79.25,30,79.3,05,057,00289,UTTARAKHAND,Chamoli,Gairsain,289,47,5,POINT (79.27119270052 30.043282018559193)
246429,79.14039207,30.2750872,30.5,79,30.25,79.25,30.3,79.1,05,057,00287,UTTARAKHAND,Chamoli,Karnaprayag,287,47,5,POINT (79.14039207162851 30.27508719840555)
246431,79.31722184,29.97135076,30,79.5,30,79.25,30,79.3,05,057,00289,UTTARAKHAND,Chamoli,Gairsain,289,47,5,POINT (79.3172218441595 29.97135075741457)
246435,79.5254725,30.25255636,30.5,79.5,30.25,79.5,30.3,79.5,05,057,00285,UTTARAKHAND,Chamoli,Chamoli,285,47,5,POINT (79.5254724985084 30.252556359696925)
246439,79.02612615,30.52300288,30.5,79,30.5,79,30.5,79,05,058,00290,UTTARAKHAND,Rudra Prayag,Ukhimath,290,54,5,POINT (79.02612614988027 30.523002881918423)
246440,79.22827054,30.14001239,30,79,30.25,79.25,30.1,79.2,05,057,00289,UTTARAKHAND,Chamoli,Gairsain,289,47,5,POINT (79.22827054146077 30.14001238576738)
246441,79.57742505,30.02298979,30,79.5,30,79.5,30,79.6,05,057,00288,UTTARAKHAND,Chamoli,Tharali,288,47,5,POINT (79.57742505105163 30.022989790261082)
246442,79.05739349,30.35622389,30.5,79,30.25,79,30.4,79.1,05,058,00291,UTTARAKHAND,Rudra Prayag,Rudraprayag,291,54,5,POINT (79.0573934886158 30.356223885353586)
246443,79.51777647,30.61883871,30.5,79.5,30.5,79.5,30.6,79.5,05,057,00284,UTTARAKHAND,Chamoli,Joshimath,284,47,5,POINT (79.51777647147485 30.618838708024445)
246444,79.23398794,30.23064952,30,79,30.25,79.25,30.2,79.2,05,057,00287,UTTARAKHAND,Chamoli,Karnaprayag,287,47,5,POINT (79.23398793724695 30.230649520773106)
246445,79.06360803,30.75772286,31,79,30.75,79,30.8,79.1,05,058,00290,UTTARAKHAND,Rudra Prayag,Ukhimath,290,54,5,POINT (79.06360802640634 30.75772286048416)
246446,79.28262936,30.28444879,30.5,79.5,30.25,79.25,30.3,79.3,05,057,00287,UTTARAKHAND,Chamoli,Karnaprayag,287,47,5,POINT (79.28262935636886 30.28444878599649)
246448,78.99315527,30.34615816,30.5,79,30.25,79,30.3,79,05,058,00291,UTTARAKHAND,Rudra Prayag,Rudraprayag,291,54,5,POINT (78.99315527404795 30.34615816191001)
246449,79.37589935,30.30449177,30.5,79.5,30.25,79.5,30.3,79.4,05,057,00285,UTTARAKHAND,Chamoli,Chamoli,285,47,5,POINT (79.37589934666158 30.304491768394787)
246453,79.36142839,30.2106168,30,79.5,30.25,79.25,30.2,79.4,05,057,00288,UTTARAKHAND,Chamoli,Tharali,288,47,5,POINT (79.36142839397105 30.210616797291184)
246455,79.38386978,30.11606293,30,79.5,30,79.5,30.1,79.4,05,057,00288,UTTARAKHAND,Chamoli,Tharali,288,47,5,POINT (79.38386977911046 30.11606293487487)
246469,79.198759,30.61635433,30.5,79,30.5,79.25,30.6,79.2,05,058,00290,UTTARAKHAND,Rudra Prayag,Ukhimath,290,54,5,POINT (79.19875900353557 30.616354328726676)
246471,79.00784977,30.63955087,30.5,79,30.75,79,30.6,79,05,058,00290,UTTARAKHAND,Rudra Prayag,Ukhimath,290,54,5,POINT (79.00784977330365 30.63955087080438)
246472,79.44913526,30.47155323,30.5,79.5,30.5,79.5,30.5,79.4,05,057,00284,UTTARAKHAND,Chamoli,Joshimath,284,47,5,POINT (79.44913525569646 30.471553228569558)
246473,79.20586023,30.37184829,30.5,79,30.25,79.25,30.4,79.2,05,057,00286,UTTARAKHAND,Chamoli,Pokhari,286,47,5,POINT (79.20586022500541 30.371848289124593)
246474,79.25899147,30.22807794,30,79.5,30.25,79.25,30.2,79.3,05,057,00287,UTTARAKHAND,Chamoli,Karnaprayag,287,47,5,POINT (79.2589914658992 30.228077935794236)
246475,78.9101527,30.35587314,30.5,79,30.25,79,30.4,78.9,05,058,00292,UTTARAKHAND,Rudra Prayag,Jakholi*,292,54,5,POINT (78.91015270125851 30.355873136238277)
246481,79.50990251,30.11473137,30,79.5,30,79.5,30.1,79.5,05,057,00288,UTTARAKHAND,Chamoli,Tharali,288,47,5,POINT (79.50990251010111 30.114731372626455)
246482,79.50428965,30.04168792,30,79.5,30,79.5,30,79.5,05,057,00288,UTTARAKHAND,Chamoli,Tharali,288,47,5,POINT (79.50428964968968 30.041687920607284)
246483,79.83502503,30.62089239,30.5,80,30.5,79.75,30.6,79.8,05,057,00284,UTTARAKHAND,Chamoli,Joshimath,284,47,5,POINT (79.83502502799193 30.62089239380382)
246486,79.42003466,29.98499249,30,79.5,30,79.5,30,79.4,05,057,00289,UTTARAKHAND,Chamoli,Gairsain,289,47,5,POINT (79.42003465838555 29.984992490945437)
246487,79.16380427,30.18648415,30,79,30.25,79.25,30.2,79.2,05,057,00289,UTTARAKHAND,Chamoli,Gairsain,289,47,5,POINT (79.16380426779634 30.18648415228307)
246488,79.30993457,30.21942493,30,79.5,30.25,79.25,30.2,79.3,05,057,00287,UTTARAKHAND,Chamoli,Karnaprayag,287,47,5,POINT (79.30993457018256 30.219424928247296)
246495,79.05843416,30.32526292,30.5,79,30.25,79,30.3,79.1,05,058,00291,UTTARAKHAND,Rudra Prayag,Rudraprayag,291,54,5,POINT (79.05843415781435 30.325262922072156)
246701,78.1309338,29.33003075,29.5,78,29.25,78.25,29.3,78.1,09,134,00713,UTTAR PRADESH,Bijnor,Bijnor,713,132,9,POINT (78.13093379824437 29.330030749083875)
246721,78.1062809,29.53240623,29.5,78,29.5,78,29.5,78.1,09,134,00713,UTTAR PRADESH,Bijnor,Bijnor,713,132,9,POINT (78.10628090377195 29.532406229860023)
246722,78.75061593,29.40482355,29.5,79,29.5,78.75,29.4,78.8,09,134,,UTTAR PRADESH,Bijnor,AFZALGARH,0,132,9,POINT (78.75061593198654 29.404823552634234)
246723,78.13753703,29.61713357,29.5,78,29.5,78.25,29.6,78.1,09,134,00712,UTTAR PRADESH,Bijnor,Najibabad,712,132,9,POINT (78.13753702682729 29.617133573854183)
246724,78.55547657,29.53885158,29.5,78.5,29.5,78.5,29.5,78.6,09,134,00714,UTTAR PRADESH,Bijnor,Nagina,714,132,9,POINT (78.55547656842631 29.53885158441015)
246725,78.2060599,29.1459418,29,78,29.25,78.25,29.1,78.2,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.20605989916713 29.145941799599633)
246726,78.28760815,29.26751176,29.5,78.5,29.25,78.25,29.3,78.3,09,134,00713,UTTAR PRADESH,Bijnor,Bijnor,713,132,9,POINT (78.28760814949266 29.26751175980899)
246727,78.45510992,29.10308422,29,78.5,29,78.5,29.1,78.5,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.45510991710059 29.10308422468354)
246728,78.22889017,29.34294401,29.5,78,29.25,78.25,29.3,78.2,09,134,00713,UTTAR PRADESH,Bijnor,Bijnor,713,132,9,POINT (78.22889016634666 29.342944013848186)
246729,78.29380243,29.18297947,29,78.5,29.25,78.25,29.2,78.3,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.2938024278025 29.182979473576534)
246731,78.24396876,29.50750188,29.5,78,29.5,78.25,29.5,78.2,09,134,00712,UTTAR PRADESH,Bijnor,Najibabad,712,132,9,POINT (78.24396876106795 29.507501879540065)
246732,78.19510163,29.63767465,29.5,78,29.75,78.25,29.6,78.2,09,134,00712,UTTAR PRADESH,Bijnor,Najibabad,712,132,9,POINT (78.19510162688069 29.637674645970137)
246733,78.37729502,29.31176777,29.5,78.5,29.25,78.5,29.3,78.4,09,134,00715,UTTAR PRADESH,Bijnor,Dhampur,715,132,9,POINT (78.37729502069348 29.311767772630926)
246734,78.3659513,29.11430735,29,78.5,29,78.25,29.1,78.4,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.36595129648684 29.11430735131757)
246735,78.49752496,29.15876012,29,78.5,29.25,78.5,29.2,78.5,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.4975249642872 29.158760123253007)
246736,78.18513055,29.0819726,29,78,29,78.25,29.1,78.2,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.1851305464364 29.0819725957919)
246737,78.37466787,29.16330154,29,78.5,29.25,78.25,29.2,78.4,09,134,00716,UTTAR PRADESH,Bijnor,Chandpur,716,132,9,POINT (78.37466786800117 29.163301540151025)
246745,78.59049288,29.12165179,29,78.5,29,78.5,29.1,78.6,09,134,00715,UTTAR PRADESH,Bijnor,Dhampur,715,132,9,POINT (78.59049287876604 29.12165179338643)
246746,78.60158997,29.21706573,29,78.5,29.25,78.5,29.2,78.6,09,134,00715,UTTAR PRADESH,Bijnor,Dhampur,715,132,9,POINT (78.60158996856343 29.21706573428941)
246747,78.62946266,29.33801708,29.5,78.5,29.25,78.75,29.3,78.6,09,134,00715,UTTAR PRADESH,Bijnor,Dhampur,715,132,9,POINT (78.62946265890743 29.33801708040484)
246749,78.30796574,29.69999775,29.5,78.5,29.75,78.25,29.7,78.3,09,134,00712,UTTAR PRADESH,Bijnor,Najibabad,712,132,9,POINT (78.30796574253522 29.699997747200005)
246761,78.50437635,29.29165531,29.5,78.5,29.25,78.5,29.3,78.5,09,134,00715,UTTAR PRADESH,Bijnor,Dhampur,715,132,9,POINT (78.50437635457317 29.291655305082383)
246762,78.46014481,29.44851743,29.5,78.5,29.5,78.5,29.4,78.5,09,134,00714,UTTAR PRADESH,Bijnor,Nagina,714,132,9,POINT (78.46014480847941 29.448517425265187)
246763,78.40660814,29.62353607,29.5,78.5,29.5,78.5,29.6,78.4,09,134,00712,UTTAR PRADESH,Bijnor,Najibabad,712,132,9,POINT (78.40660814451327 29.623536073517837)
246764,78.32749752,29.43745918,29.5,78.5,29.5,78.25,29.4,78.3,09,134,00714,UTTAR PRADESH,Bijnor,Nagina,714,132,9,POINT (78.32749752185136 29.43745918320999)
247001,77.54774076,29.95699079,30,77.5,30,77.5,30,77.5,09,132,00702,UTTAR PRADESH,Saharanpur,Saharanpur,702,177,9,POINT (77.54774076075775 29.956990788206237)
247002,77.50572722,29.9829398,30,77.5,30,77.5,30,77.5,09,132,00702,UTTAR PRADESH,Saharanpur,Saharanpur,702,177,9,POINT (77.50572722491073 29.982939800629058)
247120,77.62042625,30.07824925,30,77.5,30,77.5,30.1,77.6,09,132,00701,UTTAR PRADESH,Saharanpur,Behat,701,177,9,POINT (77.62042624824832 30.07824924915138)
247121,77.64255908,30.23620771,30,77.5,30.25,77.75,30.2,77.6,09,132,00701,UTTAR PRADESH,Saharanpur,Behat,701,177,9,POINT (77.64255907645199 30.236207711092064)
247122,77.62614609,30.35615052,30.5,77.5,30.25,77.75,30.4,77.6,09,132,00701,UTTAR PRADESH,Saharanpur,Behat,701,177,9,POINT (77.62614609067187 30.356150521497156)
247129,77.78212434,30.17657566,30,78,30.25,77.75,30.2,77.8,09,132,00701,UTTAR PRADESH,Saharanpur,Behat,701,177,9,POINT (77.7821243389282 30.17657565817784)
247231,77.47886635,30.10716526,30,77.5,30,77.5,30.1,77.5,09,132,00702,UTTAR PRADESH,Saharanpur,Saharanpur,702,177,9,POINT (77.47886635092561 30.107165256929147)
247232,77.38632622,30.01267994,30,77.5,30,77.5,30,77.4,09,132,00703,UTTAR PRADESH,Saharanpur,Nakur,703,177,9,POINT (77.38632621844363 30.012679937028047)
247340,77.34341657,29.86248466,30,77.5,29.75,77.25,29.9,77.3,09,132,00703,UTTAR PRADESH,Saharanpur,Nakur,703,177,9,POINT (77.34341656645695 29.862484662001307)
247341,77.24415132,29.7573392,30,77,29.75,77.25,29.8,77.2,09,132,00703,UTTAR PRADESH,Saharanpur,Nakur,703,177,9,POINT (77.24415131580297 29.757339204135214)
247342,77.27628228,29.92612665,30,77.5,30,77.25,29.9,77.3,09,132,00703,UTTAR PRADESH,Saharanpur,Nakur,703,177,9,POINT (77.27628227849459 29.926126648124395)
247343,77.3268101,29.67167315,29.5,77.5,29.75,77.25,29.7,77.3,09,132,00703,UTTAR PRADESH,Saharanpur,Nakur,703,177,9,POINT (77.32681010279843 29.671673154330424)
247451,77.47480889,29.81931662,30,77.5,29.75,77.5,29.8,77.5,09,132,00705,UTTAR PRADESH,Saharanpur,Rampur Maniharan,705,177,9,POINT (77.47480888822217 29.819316623516666)
247452,77.44491406,29.71323802,29.5,77.5,29.75,77.5,29.7,77.4,09,132,00705,UTTAR PRADESH,Saharanpur,Rampur Maniharan,705,177,9,POINT (77.4449140629686 29.713238024478446)
247453,77.54617497,29.66766468,29.5,77.5,29.75,77.5,29.7,77.5,09,132,00705,UTTAR PRADESH,Saharanpur,Rampur Maniharan,705,177,9,POINT (77.54617496742156 29.667664679505393)
247551,77.68326394,29.85150642,30,77.5,29.75,77.75,29.9,77.7,09,132,00704,UTTAR PRADESH,Saharanpur,Deoband,704,177,9,POINT (77.68326393691986 29.85150642362011)
247554,77.67818042,29.69398856,29.5,77.5,29.75,77.75,29.7,77.7,09,132,00704,UTTAR PRADESH,Saharanpur,Deoband,704,177,9,POINT (77.67818041568836 29.69398855571491)
247656,77.8821019,29.77440049,30,78,29.75,78,29.8,77.9,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.88210189888926 29.77440048855293)
247661,77.84860643,29.98230955,30,78,30,77.75,30,77.8,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.84860642859609 29.982309553681404)
247662,77.84440676,30.09487976,30,78,30,77.75,30.1,77.8,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.84440675959056 30.094879755034246)
247663,78.04224152,29.73612837,29.5,78,29.75,78,29.7,78,05,068,00355,UTTARAKHAND,Haridwar,Laksar,355,50,5,POINT (78.04224151832459 29.73612837099108)
247664,77.94765796,29.81243374,30,78,29.75,78,29.8,77.9,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.94765796022743 29.812433741086835)
247665,77.79739115,29.79758558,30,78,29.75,77.75,29.8,77.8,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.7973911484759 29.79758558442851)
247666,77.89753288,29.82869511,30,78,29.75,78,29.8,77.9,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.89753288077334 29.828695106673294)
247667,77.92573569,29.92639115,30,78,30,78,29.9,77.9,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.92573568794639 29.926391146115936)
247668,77.77907792,29.86648647,30,78,29.75,77.75,29.9,77.8,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.77907792291222 29.866486472197046)
247669,77.69207118,29.97289083,30,77.5,30,77.75,30,77.7,09,132,00702,UTTAR PRADESH,Saharanpur,Saharanpur,702,177,9,POINT (77.69207117757918 29.972890831636175)
247670,77.84528665,29.70606772,29.5,78,29.75,77.75,29.7,77.8,05,068,00353,UTTARAKHAND,Haridwar,Roorkee,353,50,5,POINT (77.84528665445578 29.70606772349226)
