pincode,centroid_x,centroid_y,lat_0_5,lon_0_5,lat_0_25,lon_0_25,lat_0_1,lon_0_1,stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,subdt_lgd,dist_lgd,state_lgd,geometry
110001,77.21872027,28.62344968,28.5,77,28.5,77.25,28.6,77.2,07,094,00443,DELHI,New Delhi,Chanakya Puri,443,79,7,POINT (77.2187202732083 28.623449676430667)
110002,77.24600589,28.63289733,28.5,77,28.75,77.25,28.6,77.2,07,095,00435,DELHI,Central,Kotwali,435,77,7,POINT (77.24600589375794 28.632897325817876)
110003,77.22578733,28.59108246,28.5,77,28.5,77.25,28.6,77.2,07,094,00443,DELHI,New Delhi,Chanakya Puri,443,79,7,POINT (77.225787332171 28.591082461588435)
110004,77.19092448,28.61601865,28.5,77,28.5,77.25,28.6,77.2,07,094,00443,DELHI,New Delhi,Chanakya Puri,443,79,7,POINT (77.19092447982587 28.616018647466262)
110005,77.18981858,28.65240908,28.5,77,28.75,77.25,28.7,77.2,07,095,00447,DELHI,Central,Karol Bagh,447,77,7,POINT (77.18981858125856 28.65240908218815)
110006,77.2296711,28.65723914,28.5,77,28.75,77.25,28.7,77.2,07,095,00435,DELHI,Central,Kotwali,435,77,7,POINT (77.22967110471905 28.657239138836356)
110007,77.20199117,28.6777138,28.5,77,28.75,77.25,28.7,77.2,07,095,00433,DELHI,Central,Civil Lines,433,77,7,POINT (77.20199117399456 28.677713796060573)
110008,77.16667819,28.65423756,28.5,77,28.75,77.25,28.7,77.2,07,096,00448,DELHI,West,Patel Nagar,448,85,7,POINT (77.16667818837897 28.654237563862402)
110010,77.1307795,28.589626,28.5,77,28.5,77.25,28.6,77.1,07,094,00452,DELHI,New Delhi,Delhi Cantonment,452,79,7,POINT (77.13077949722268 28.589625999626335)
110011,77.20909136,28.60520543,28.5,77,28.5,77.25,28.6,77.2,07,094,00443,DELHI,New Delhi,Chanakya Puri,443,79,7,POINT (77.2090913571061 28.60520542989477)
110012,77.15932989,28.63209044,28.5,77,28.75,77.25,28.6,77.2,07,094,00452,DELHI,New Delhi,Delhi Cantonment,452,79,7,POINT (77.15932989277616 28.63209044117142)
110013,77.2579818,28.59095091,28.5,77.5,28.5,77.25,28.6,77.3,07,703,00455,DELHI,South East,Defence Colony,455,670,7,POINT (77.25798179756318 28.590950908212854)
110014,77.2598564,28.58118403,28.5,77.5,28.5,77.25,28.6,77.3,07,703,00455,DELHI,South East,Defence Colony,455,670,7,POINT (77.25985640039005 28.58118402693312)
110015,77.14526721,28.65677266,28.5,77,28.75,77.25,28.7,77.1,07,096,00448,DELHI,West,Patel Nagar,448,85,7,POINT (77.14526721266594 28.656772658187048)
110016,77.19506097,28.5480389,28.5,77,28.5,77.25,28.5,77.2,07,098,,DELHI,South,Mehrauli,6080,83,7,POINT (77.19506097162883 28.548038904869887)
110017,77.21514525,28.53301302,28.5,77,28.5,77.25,28.5,77.2,07,098,00454,DELHI,South,Hauz Khas,454,83,7,POINT (77.21514525015105 28.533013016090592)
110018,77.08682469,28.64262228,28.5,77,28.75,77,28.6,77.1,07,096,00449,DELHI,West,Rajouri Garden,449,85,7,POINT (77.08682469046417 28.64262227582916)
110019,77.25766036,28.53486673,28.5,77.5,28.5,77.25,28.5,77.3,07,703,00456,DELHI,South East,Kalkaji,456,670,7,POINT (77.25766036032442 28.534866733548043)
110020,77.27648397,28.53561191,28.5,77.5,28.5,77.25,28.5,77.3,07,703,,DELHI,South East,Sarita Vihar,6081,670,7,POINT (77.27648396627617 28.535611907778833)
110021,77.17985936,28.59085221,28.5,77,28.5,77.25,28.6,77.2,07,094,00443,DELHI,New Delhi,Chanakya Puri,443,79,7,POINT (77.17985935704479 28.590852205085096)
110022,77.17577458,28.56501151,28.5,77,28.5,77.25,28.6,77.2,07,094,00453,DELHI,New Delhi,Vasant Vihar,453,79,7,POINT (77.17577457724661 28.565011509877515)
110023,77.1996568,28.57519058,28.5,77,28.5,77.25,28.6,77.2,07,094,00453,DELHI,New Delhi,Vasant Vihar,453,79,7,POINT (77.19965680056794 28.57519058452068)
110024,77.24007069,28.5703047,28.5,77,28.5,77.25,28.6,77.2,07,703,00455,DELHI,South East,Defence Colony,455,670,7,POINT (77.2400706900248 28.570304702986643)
110025,77.28688429,28.56082756,28.5,77.5,28.5,77.25,28.6,77.3,07,703,00455,DELHI,South East,Defence Colony,455,670,7,POINT (77.28688428741454 28.560827560778897)
110026,77.1318543,28.66795549,28.5,77,28.75,77.25,28.7,77.1,07,096,00448,DELHI,West,Patel Nagar,448,85,7,POINT (77.1318543043304 28.667955488106276)
110027,77.11685343,28.6489796,28.5,77,28.75,77,28.6,77.1,07,096,00448,DELHI,West,Patel Nagar,448,85,7,POINT (77.1168534314658 28.64897960136137)
110028,77.13853085,28.6309044,28.5,77,28.75,77.25,28.6,77.1,07,094,00452,DELHI,New Delhi,Delhi Cantonment,452,79,7,POINT (77.13853084836025 28.630904403685985)
110029,77.20063618,28.56503936,28.5,77,28.5,77.25,28.6,77.2,07,094,00453,DELHI,New Delhi,Vasant Vihar,453,79,7,POINT (77.20063617791135 28.565039361690186)
110030,77.16271283,28.49957871,28.5,77,28.5,77.25,28.5,77.2,07,098,,DELHI,South,Mehrauli,6080,83,7,POINT (77.16271282598034 28.499578710507382)
110031,77.26670514,28.65741492,28.5,77.5,28.75,77.25,28.7,77.3,07,095,,DELHI,Central,NAZUL,0,77,7,POINT (77.26670514305505 28.657414915667108)
110032,77.29141472,28.67399691,28.5,77.5,28.75,77.25,28.7,77.3,07,702,00440,DELHI,Shahdara,Vivek Vihar,440,671,7,POINT (77.29141471775125 28.67399691216699)
110033,77.18915793,28.7145245,28.5,77,28.75,77.25,28.7,77.2,07,091,00432,DELHI,North,Model Town,432,80,7,POINT (77.1891579332018 28.714524504973067)
110034,77.13450867,28.69401797,28.5,77,28.75,77.25,28.7,77.1,07,090,00431,DELHI,North West,Saraswati Vihar,431,82,7,POINT (77.13450866661569 28.69401796629923)
110035,77.15729357,28.68107335,28.5,77,28.75,77.25,28.7,77.2,07,090,00431,DELHI,North West,Saraswati Vihar,431,82,7,POINT (77.15729357059409 28.681073348299353)
110036,77.16266033,28.8200146,29,77,28.75,77.25,28.8,77.2,07,091,,DELHI,North,Alipur,6076,80,7,POINT (77.16266032866154 28.82001459572106)
110037,77.10900013,28.54759818,28.5,77,28.5,77,28.5,77.1,07,094,00453,DELHI,New Delhi,Vasant Vihar,453,79,7,POINT (77.1090001306492 28.54759817835809)
110038,77.11445138,28.51020521,28.5,77,28.5,77,28.5,77.1,07,094,00453,DELHI,New Delhi,Vasant Vihar,453,79,7,POINT (77.1144513795317 28.510205213065493)
110039,77.02405873,28.7999842,29,77,28.75,77,28.8,77,07,091,00430,DELHI,North,Narela,430,80,7,POINT (77.02405872565679 28.799984198520622)
110040,77.08313459,28.84563723,29,77,28.75,77,28.8,77.1,07,091,00430,DELHI,North,Narela,430,80,7,POINT (77.08313459396335 28.845637234120503)
110041,77.02035443,28.67045493,28.5,77,28.75,77,28.7,77,07,096,00450,DELHI,West,Punjabi Bagh,450,85,7,POINT (77.0203544327883 28.670454932624896)
110042,77.13210575,28.75108972,29,77,28.75,77.25,28.8,77.1,07,091,,DELHI,North,Alipur,6076,80,7,POINT (77.13210574876902 28.751089715544975)
110043,76.96900505,28.59166651,28.5,77,28.5,77,28.6,77,07,097,00451,DELHI,South West,Najafgarh,451,84,7,POINT (76.96900504942946 28.59166650592981)
110044,77.29786225,28.50546943,28.5,77.5,28.5,77.25,28.5,77.3,07,703,,DELHI,South East,Sarita Vihar,6081,670,7,POINT (77.29786225140165 28.505469430288148)
110045,77.08611389,28.59825255,28.5,77,28.5,77,28.6,77.1,07,097,,DELHI,South West,Dwarka,6086,84,7,POINT (77.08611388870574 28.598252550762542)
110046,77.10221657,28.60602779,28.5,77,28.5,77,28.6,77.1,07,094,00452,DELHI,New Delhi,Delhi Cantonment,452,79,7,POINT (77.1022165677947 28.606027789829902)
110047,77.13702425,28.46210605,28.5,77,28.5,77.25,28.5,77.1,07,098,,DELHI,South,Mehrauli,6080,83,7,POINT (77.13702425068062 28.46210605289609)
110048,77.23842246,28.54314168,28.5,77,28.5,77.25,28.5,77.2,07,703,00456,DELHI,South East,Kalkaji,456,670,7,POINT (77.23842245860605 28.54314167520338)
110049,77.22041542,28.55951302,28.5,77,28.5,77.25,28.6,77.2,07,098,00454,DELHI,South,Hauz Khas,454,83,7,POINT (77.22041542423577 28.55951301965803)
110051,77.28397684,28.6545216,28.5,77.5,28.75,77.25,28.7,77.3,07,093,00441,DELHI,East,Preet Vihar,441,78,7,POINT (77.28397684481948 28.654521604359854)
110052,77.17489077,28.68754653,28.5,77,28.75,77.25,28.7,77.2,07,090,00431,DELHI,North West,Saraswati Vihar,431,82,7,POINT (77.17489077115539 28.687546528156332)
110053,77.25393725,28.6876549,28.5,77.5,28.75,77.25,28.7,77.3,07,092,00436,DELHI,North East,Seelam Pur,436,81,7,POINT (77.25393724657833 28.68765489547182)
110054,77.22321425,28.68950877,28.5,77,28.75,77.25,28.7,77.2,07,095,00433,DELHI,Central,Civil Lines,433,77,7,POINT (77.223214251628 28.68950876595524)
110055,77.21101942,28.64589821,28.5,77,28.75,77.25,28.6,77.2,07,095,00447,DELHI,Central,Karol Bagh,447,77,7,POINT (77.2110194167005 28.645898211334412)
110056,77.11455326,28.68169864,28.5,77,28.75,77,28.7,77.1,07,096,00450,DELHI,West,Punjabi Bagh,450,85,7,POINT (77.11455326285991 28.68169863709031)
110057,77.15802737,28.56012783,28.5,77,28.5,77.25,28.6,77.2,07,094,00452,DELHI,New Delhi,Delhi Cantonment,452,79,7,POINT (77.15802736671486 28.560127826642315)
110058,77.08789154,28.62277048,28.5,77,28.5,77,28.6,77.1,07,096,00449,DELHI,West,Rajouri Garden,449,85,7,POINT (77.08789153809764 28.622770476895305)
110059,77.05011687,28.62435605,28.5,77,28.5,77,28.6,77.1,07,096,00448,DELHI,West,Patel Nagar,448,85,7,POINT (77.05011686571014 28.624356051932057)
110060,77.18268392,28.62905198,28.5,77,28.75,77.25,28.6,77.2,07,095,00447,DELHI,Central,Karol Bagh,447,77,7,POINT (77.18268392152491 28.62905197645194)
110061,77.06288849,28.53189328,28.5,77,28.5,77,28.5,77.1,07,097,,DELHI,South West,Kapeshera,6085,84,7,POINT (77.06288849134508 28.531893275561576)
110062,77.24029941,28.5192776,28.5,77,28.5,77.25,28.5,77.2,07,098,00454,DELHI,South,Hauz Khas,454,83,7,POINT (77.24029940507707 28.51927759820727)
110063,77.10573803,28.66941479,28.5,77,28.75,77,28.7,77.1,07,096,00450,DELHI,West,Punjabi Bagh,450,85,7,POINT (77.10573803494655 28.66941478997313)
110064,77.11303379,28.62568755,28.5,77,28.75,77,28.6,77.1,07,096,00449,DELHI,West,Rajouri Garden,449,85,7,POINT (77.11303378776918 28.625687549408585)
110065,77.25672457,28.564825,28.5,77.5,28.5,77.25,28.6,77.3,07,703,00455,DELHI,South East,Defence Colony,455,670,7,POINT (77.25672457329865 28.564824995298295)
110066,77.18348358,28.56867721,28.5,77,28.5,77.25,28.6,77.2,07,094,00453,DELHI,New Delhi,Vasant Vihar,453,79,7,POINT (77.18348358197208 28.56867720980257)
110067,77.16899929,28.54092116,28.5,77,28.5,77.25,28.5,77.2,07,098,,DELHI,South,Mehrauli,6080,83,7,POINT (77.16899929050125 28.540921159767745)
110068,77.20641512,28.49196239,28.5,77,28.5,77.25,28.5,77.2,07,098,,DELHI,South,Saket,6079,83,7,POINT (77.20641512227736 28.49196238998038)
110069,77.22706893,28.60843586,28.5,77,28.5,77.25,28.6,77.2,07,094,00443,DELHI,New Delhi,Chanakya Puri,443,79,7,POINT (77.2270689303342 28.60843586184259)
110070,77.15030114,28.5222714,28.5,77,28.5,77.25,28.5,77.2,07,098,,DELHI,South,Mehrauli,6080,83,7,POINT (77.15030113681806 28.522271398229933)
110071,77.00218201,28.55220459,28.5,77,28.5,77,28.6,77,07,097,,DELHI,South West,Kapeshera,6085,84,7,POINT (77.00218200621683 28.55220458602083)
110072,76.95183163,28.64529426,28.5,77,28.75,77,28.6,77,07,097,00451,DELHI,South West,Najafgarh,451,84,7,POINT (76.95183162857536 28.64529426267739)
110073,76.89783331,28.56249235,28.5,77,28.5,77,28.6,76.9,07,097,00451,DELHI,South West,Najafgarh,451,84,7,POINT (76.89783330998456 28.562492348699333)
110074,77.19757624,28.4485004,28.5,77,28.5,77.25,28.4,77.2,07,098,,DELHI,South,Saket,6079,83,7,POINT (77.19757623628298 28.448500395019614)
110075,77.05145838,28.58277237,28.5,77,28.5,77,28.6,77.1,07,097,,DELHI,South West,Dwarka,6086,84,7,POINT (77.05145837752801 28.582772366241255)
110076,77.30897369,28.52852606,28.5,77.5,28.5,77.25,28.5,77.3,07,703,,DELHI,South East,Sarita Vihar,6081,670,7,POINT (77.30897368612382 28.52852606370799)
110077,77.05029459,28.5571046,28.5,77,28.5,77,28.6,77.1,07,097,,DELHI,South West,Kapeshera,6085,84,7,POINT (77.05029458536131 28.557104596037775)
110078,77.03067846,28.59919619,28.5,77,28.5,77,28.6,77,07,097,,DELHI,South West,Dwarka,6086,84,7,POINT (77.03067845758177 28.599196189740592)
110080,77.2347599,28.49610047,28.5,77,28.5,77.25,28.5,77.2,07,098,,DELHI,South,Saket,6079,83,7,POINT (77.23475990345887 28.496100465206663)
110081,76.99899446,28.73601239,28.5,77,28.75,77,28.7,77,07,090,,DELHI,North West,Kanjhawala,6078,82,7,POINT (76.99899445726966 28.73601239250878)
110082,77.1073308,28.78883561,29,77,28.75,77,28.8,77.1,07,091,00430,DELHI,North,Narela,430,80,7,POINT (77.10733080042681 28.788835607980268)
110083,77.08894648,28.69133416,28.5,77,28.75,77,28.7,77.1,07,090,,DELHI,North West,Rohini,6077,82,7,POINT (77.08894648233532 28.69133415850343)
110084,77.20566274,28.75365705,29,77,28.75,77.25,28.8,77.2,07,095,00433,DELHI,Central,Civil Lines,433,77,7,POINT (77.2056627403059 28.75365705181825)
110085,77.10605002,28.71701034,28.5,77,28.75,77,28.7,77.1,07,090,,DELHI,North West,Rohini,6077,82,7,POINT (77.1060500192027 28.71701033760846)
110086,77.06069101,28.70236171,28.5,77,28.75,77,28.7,77.1,07,090,,DELHI,North West,Rohini,6077,82,7,POINT (77.06069101168397 28.702361709005984)
110087,77.0854543,28.66930031,28.5,77,28.75,77,28.7,77.1,07,096,00450,DELHI,West,Punjabi Bagh,450,85,7,POINT (77.08545430241176 28.669300310770748)
110088,77.15660474,28.71450693,28.5,77,28.75,77.25,28.7,77.2,07,090,00431,DELHI,North West,Saraswati Vihar,431,82,7,POINT (77.1566047370396 28.71450692778015)
110089,77.1281638,28.73565663,28.5,77,28.75,77.25,28.7,77.1,07,091,,DELHI,North,Alipur,6076,80,7,POINT (77.12816380404222 28.73565663054452)
110090,77.25103711,28.73570326,28.5,77.5,28.75,77.25,28.7,77.3,07,092,,DELHI,North East,Karawal Nagar,6083,81,7,POINT (77.25103710882932 28.73570325916706)
110091,77.29433325,28.60368803,28.5,77.5,28.5,77.25,28.6,77.3,07,093,,DELHI,East,Mayur Vihar,6084,78,7,POINT (77.29433325014028 28.603688025243347)
110092,77.28730399,28.63227734,28.5,77.5,28.75,77.25,28.6,77.3,07,093,00441,DELHI,East,Preet Vihar,441,78,7,POINT (77.28730399279142 28.632277341676648)
110093,77.30771872,28.69912034,28.5,77.5,28.75,77.25,28.7,77.3,07,702,00438,DELHI,Shahdara,Seema Puri,438,671,7,POINT (77.30771872042828 28.699120339146003)
110094,77.28496406,28.70475568,28.5,77.5,28.75,77.25,28.7,77.3,07,092,,DELHI,North East,Yamuna Vihar,6082,81,7,POINT (77.28496406152281 28.70475567624438)
110095,77.315573,28.67831149,28.5,77.5,28.75,77.25,28.7,77.3,07,702,00438,DELHI,Shahdara,Seema Puri,438,671,7,POINT (77.3155729992846 28.678311486737844)
110096,77.32391232,28.61199797,28.5,77.5,28.5,77.25,28.6,77.3,07,093,,DELHI,East,Mayur Vihar,6084,78,7,POINT (77.32391232297891 28.611997973612453)
110097,77.08840274,28.52753889,28.5,77,28.5,77,28.5,77.1,07,097,,DELHI,South West,Kapeshera,6085,84,7,POINT (77.08840273668027 28.527538890948463)
110099,77.06471835,28.73541081,28.5,77,28.75,77,28.7,77.1,07,090,,DELHI,North West,Rohini,6077,82,7,POINT (77.0647183537254 28.735410810929327)
121001,77.29120001,28.39580699,28.5,77.5,28.5,77.25,28.4,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.29120000757446 28.39580699235071)
121002,77.37979412,28.43218203,28.5,77.5,28.5,77.5,28.4,77.4,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.37979411965361 28.432182029972225)
121003,77.33370107,28.4635719,28.5,77.5,28.5,77.25,28.5,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.33370107204715 28.463571899091466)
121004,77.31973843,28.30086932,28.5,77.5,28.25,77.25,28.3,77.3,06,088,00426,HARYANA,Faridabad,Ballabgarh,426,60,6,POINT (77.31973843404369 28.300869322320956)
121005,77.28911277,28.36326051,28.5,77.5,28.25,77.25,28.4,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.28911276680836 28.363260508012964)
121006,77.34439262,28.36394652,28.5,77.5,28.25,77.25,28.4,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.34439262224333 28.363946517622647)
121007,77.34017149,28.39613651,28.5,77.5,28.5,77.25,28.4,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.34017148585548 28.396136512593277)
121008,77.31701452,28.43347653,28.5,77.5,28.5,77.25,28.4,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.31701451546076 28.433476534117315)
121009,77.28647803,28.48563287,28.5,77.5,28.5,77.25,28.5,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.28647803482811 28.485632865701174)
121010,77.29465559,28.45102713,28.5,77.5,28.5,77.25,28.5,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.29465558750105 28.45102713252549)
121012,77.29077792,28.4236191,28.5,77.5,28.5,77.25,28.4,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.29077792488611 28.423619097378797)
121013,77.33376245,28.47852146,28.5,77.5,28.5,77.25,28.5,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.33376244844796 28.478521461511463)
121014,77.368132,28.41634444,28.5,77.5,28.5,77.25,28.4,77.4,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.36813200106968 28.416344438077388)
121015,77.27786408,28.34448379,28.5,77.5,28.25,77.25,28.3,77.3,06,088,00425,HARYANA,Faridabad,Faridabad,425,60,6,POINT (77.27786407815005 28.344483786838484)
121101,77.4345584,28.35784275,28.5,77.5,28.25,77.5,28.4,77.4,06,088,00426,HARYANA,Faridabad,Ballabgarh,426,60,6,POINT (77.43455840369178 28.357842750303078)
121102,77.34367416,28.1588648,28,77.5,28.25,77.25,28.2,77.3,06,089,00427,HARYANA,Palwal,Palwal,427,619,6,POINT (77.34367415588387 28.158864801103363)
121103,77.21123622,28.04996285,28,77,28,77.25,28,77.2,06,089,00428,HARYANA,Palwal,Hathin,428,619,6,POINT (77.21123621957564 28.04996285054357)
121105,77.33786633,28.00553604,28,77.5,28,77.25,28,77.3,06,089,00429,HARYANA,Palwal,Hodal,429,619,6,POINT (77.33786632954707 28.005536038109373)
121106,77.37672816,27.92103348,28,77.5,28,77.5,27.9,77.4,06,089,00429,HARYANA,Palwal,Hodal,429,619,6,POINT (77.37672815702051 27.92103348337137)
121107,77.47596702,27.96963969,28,77.5,28,77.5,28,77.5,06,089,00429,HARYANA,Palwal,Hodal,429,619,6,POINT (77.47596701934678 27.96963969072083)
122001,77.02390863,28.45929405,28.5,77,28.5,77,28.5,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.02390863283456 28.45929405244182)
122002,77.09872371,28.48400552,28.5,77,28.5,77,28.5,77.1,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.09872370977656 28.48400552077667)
122003,77.09064013,28.4390914,28.5,77,28.5,77,28.4,77.1,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.0906401326507 28.439091403567442)
122004,77.00308305,28.42395559,28.5,77,28.5,77,28.4,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.00308305343805 28.423955592626665)
122005,77.04417571,28.48880846,28.5,77,28.5,77,28.5,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.04417571379838 28.488808464006397)
122006,76.98623199,28.47420588,28.5,77,28.5,77,28.5,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (76.98623199449969 28.47420588351214)
122007,77.05135933,28.47350108,28.5,77,28.5,77,28.5,77.1,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.05135932520425 28.473501080472964)
122009,77.09356184,28.4583108,28.5,77,28.5,77,28.5,77.1,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.09356183848978 28.458310798648228)
122011,77.10425066,28.42452041,28.5,77,28.5,77,28.4,77.1,06,086,00420,HARYANA,Gurugram,Sohna,420,62,6,POINT (77.10425065973337 28.42452040504842)
122012,76.96807286,28.38102321,28.5,77,28.5,77,28.4,77,06,086,00419,HARYANA,Gurugram,Manesar,419,62,6,POINT (76.96807285641903 28.381023209421777)
122015,77.0681015,28.4935706,28.5,77,28.5,77,28.5,77.1,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.06810149624316 28.493570597367192)
122016,77.08120498,28.50885291,28.5,77,28.5,77,28.5,77.1,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.0812049755598 28.50885290834781)
122017,77.03023754,28.514271,28.5,77,28.5,77,28.5,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.03023753831701 28.51427099781383)
122018,77.04859232,28.42064746,28.5,77,28.5,77,28.4,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.04859231531188 28.420647458687377)
122051,76.91426716,28.34689221,28.5,77,28.25,77,28.3,76.9,06,086,00419,HARYANA,Gurugram,Manesar,419,62,6,POINT (76.91426715622202 28.34689221360641)
122052,76.92505577,28.35608176,28.5,77,28.25,77,28.4,76.9,06,086,00419,HARYANA,Gurugram,Manesar,419,62,6,POINT (76.92505577420377 28.356081756598677)
122098,77.09757157,28.39612638,28.5,77,28.5,77,28.4,77.1,06,086,00420,HARYANA,Gurugram,Sohna,420,62,6,POINT (77.09757156633451 28.396126381030317)
122101,77.03956313,28.37603367,28.5,77,28.5,77,28.4,77,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (77.03956313273373 28.37603367246935)
122102,77.06932695,28.31862489,28.5,77,28.25,77,28.3,77.1,06,086,00420,HARYANA,Gurugram,Sohna,420,62,6,POINT (77.06932694832261 28.318624893568927)
122103,77.12105933,28.22059062,28,77,28.25,77,28.2,77.1,06,086,00420,HARYANA,Gurugram,Sohna,420,62,6,POINT (77.12105932531057 28.220590618605865)
122104,76.96479773,27.74848197,27.5,77,27.75,77,27.7,77,06,087,00423,HARYANA,Nuh,Ferozepur Jhirka,423,604,6,POINT (76.96479773492351 27.74848196810223)
122105,76.95995854,28.23772268,28,77,28.25,77,28.2,77,06,087,00421,HARYANA,Nuh,Taoru,421,604,6,POINT (76.9599585370436 28.237722681853985)
122107,77.04903016,28.07157876,28,77,28,77,28.1,77,06,087,00422,HARYANA,Nuh,Nuh,422,604,6,POINT (77.04903015881108 28.071578764004897)
122108,77.00685973,27.91285565,28,77,28,77,27.9,77,06,087,00423,HARYANA,Nuh,Ferozepur Jhirka,423,604,6,POINT (77.0068597296189 27.912855651028188)
122413,76.85847348,28.29200625,28.5,77,28.25,76.75,28.3,76.9,06,086,00418,HARYANA,Gurugram,Farrukhnagar,418,62,6,POINT (76.85847348271098 28.292006254846715)
122414,76.74739937,28.27548474,28.5,76.5,28.25,76.75,28.3,76.7,06,086,00416,HARYANA,Gurugram,Pataudi,416,62,6,POINT (76.74739936565106 28.275484739282813)
122502,76.68517869,28.27870176,28.5,76.5,28.25,76.75,28.3,76.7,06,086,00416,HARYANA,Gurugram,Pataudi,416,62,6,POINT (76.68517868570208 28.278701757599908)
122503,76.81601323,28.33894401,28.5,77,28.25,76.75,28.3,76.8,06,086,00416,HARYANA,Gurugram,Pataudi,416,62,6,POINT (76.81601323070386 28.3389440080902)
122504,76.74301658,28.38469562,28.5,76.5,28.5,76.75,28.4,76.7,06,086,00418,HARYANA,Gurugram,Farrukhnagar,418,62,6,POINT (76.7430165801489 28.38469562162002)
122505,76.92185128,28.44792466,28.5,77,28.5,77,28.4,76.9,06,086,00417,HARYANA,Gurugram,Gurgaon,417,62,6,POINT (76.92185127984797 28.447924655346192)
122506,76.81149304,28.4470089,28.5,77,28.5,76.75,28.4,76.8,06,086,00418,HARYANA,Gurugram,Farrukhnagar,418,62,6,POINT (76.81149303795131 28.44700889585377)
122508,77.18433467,27.87001505,28,77,27.75,77.25,27.9,77.2,06,087,00424,HARYANA,Nuh,Punahana,424,604,6,POINT (77.18433467402163 27.870015051107043)
123001,76.07250936,28.05090781,28,76,28,76,28.1,76.1,06,084,00412,HARYANA,Mahendragarh,Narnaul,412,69,6,POINT (76.07250936372043 28.050907813152097)
123021,76.25608755,28.1238328,28,76.5,28,76.25,28.1,76.3,06,084,,HARYANA,Mahendragarh,Ateli,6457,69,6,POINT (76.25608754598053 28.123832797511355)
123023,76.09407381,27.89259492,28,76,28,76,27.9,76.1,06,084,,HARYANA,Mahendragarh,Nangal Chawdhary,6456,69,6,POINT (76.09407380581038 27.89259491628335)
123024,75.9862143,28.36404007,28.5,76,28.25,76,28.4,76,06,084,00411,HARYANA,Mahendragarh,Mahendragarh,411,69,6,POINT (75.98621429984973 28.364040067225414)
123027,76.2827696,28.35001069,28.5,76.5,28.25,76.25,28.4,76.3,06,084,,HARYANA,Mahendragarh,Kanina,6458,69,6,POINT (76.28276960235476 28.350010687064234)
123028,76.13605428,28.17926373,28,76,28.25,76.25,28.2,76.1,06,084,00412,HARYANA,Mahendragarh,Narnaul,412,69,6,POINT (76.13605427897711 28.179263729221276)
123029,76.12106074,28.30876725,28.5,76,28.25,76,28.3,76.1,06,084,00411,HARYANA,Mahendragarh,Mahendragarh,411,69,6,POINT (76.12106073965019 28.30876725228196)
123031,76.14580238,28.35201055,28.5,76,28.25,76.25,28.4,76.1,06,084,00411,HARYANA,Mahendragarh,Mahendragarh,411,69,6,POINT (76.14580237933772 28.352010554502023)
123034,76.25177004,28.26104842,28.5,76.5,28.25,76.25,28.3,76.3,06,084,,HARYANA,Mahendragarh,Kanina,6458,69,6,POINT (76.25177004443329 28.26104841974962)
123035,76.63004285,28.37754935,28.5,76.5,28.5,76.75,28.4,76.6,06,085,00414,HARYANA,Rewari,Rewari,414,72,6,POINT (76.63004284537628 28.377549350224168)
123101,76.49149491,28.19270634,28,76.5,28.25,76.5,28.2,76.5,06,085,00414,HARYANA,Rewari,Rewari,414,72,6,POINT (76.491494911331 28.19270634362709)
123102,76.38511101,28.1759583,28,76.5,28.25,76.5,28.2,76.4,06,085,00414,HARYANA,Rewari,Rewari,414,72,6,POINT (76.38511101079594 28.17595829619005)
